id,URL,ns1:title,ns1:description,ns1:keywords,ns1:pres_category,ns1:agency,BOS Agency number,ns1:fog ,ns1:published,ns1:versions,ns1:licensing,ns1:type,ns1:inclusion,ns1:identifier,ns1:audience,ns1:coverage,ns1:language,ns1:publisher,BOS Publishing agency number,ns1:availability,ns1:mandate,ns1:owner,ns1:source,ns1:contributor,BOS contributing agency number,ns1:referenceslnsw,ns1:referencenswrecords,ns1:referencenla,ns1:containdata,ns1:current,ns1:featured,ns1:rights,ns1:filesize,ns1:rawfilesize,ns1:mimetype,ns1:pages,ns1:swfurl,ns1:processstate,ns1:workflowstate,ns1:previewurl,ns1:txturl,ns1:thumbnailurl,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10,uid11,uid12,uid13,uid14,uid15,uid16,uid17,uid18,uid19,uid20,uid21,uid22,uid23,uid24,uid25,uid26,uid27,uid28,uid29
1845,http://publications.nsw.gov.au/pub/cda/3d0/cda3d0e0e130e07cf650052771f6149f510a538f/document.pdf,Newcastle Port Corporation Annual Report 2009-2010,,,,,527,,22/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,3M,3511067,application/pdf,72,http://publications.nsw.gov.au/pub/cda/3d0/cda3d0e0e130e07cf650052771f6149f510a538f/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/cda/3d0/cda3d0e0e130e07cf650052771f6149f510a538f/preview.jpg,http://publications.nsw.gov.au/pub/cda/3d0/cda3d0e0e130e07cf650052771f6149f510a538f/publication.txt,http://publications.nsw.gov.au/pub/cda/3d0/cda3d0e0e130e07cf650052771f6149f510a538f/thumbnail.gif,cda3d0e0e130e07cf650052771f6149f510a538f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,http://publications.nsw.gov.au/pub/d10/09e/d1009e69ba29878a20b1069690beb680d1deadfa/document.pdf,Northern Rivers Catchment Management Authority Annual Report 2008-2009,,,,,5308,,16/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,"©2009, Northern Rivers Catchment Management Authority",4M,4698477,application/pdf,128,http://publications.nsw.gov.au/pub/d10/09e/d1009e69ba29878a20b1069690beb680d1deadfa/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/d10/09e/d1009e69ba29878a20b1069690beb680d1deadfa/preview.jpg,http://publications.nsw.gov.au/pub/d10/09e/d1009e69ba29878a20b1069690beb680d1deadfa/publication.txt,http://publications.nsw.gov.au/pub/d10/09e/d1009e69ba29878a20b1069690beb680d1deadfa/thumbnail.gif,d1009e69ba29878a20b1069690beb680d1deadfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,http://publications.nsw.gov.au/pub/def/737/def737a3d10aacc31fdc7dc04d57530d844d0386/document.pdf,NSW Aboriginal Housing Office Annual Report 2006/2007,"Part 1, Part 2, Part 3 – Financial Report, Part 4 – Aboriginal Housing Office Group of Staff Financial report",,,,5212,Social and Community Services,31/10/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,4M,4990462,application/pdf,17,http://publications.nsw.gov.au/pub/def/737/def737a3d10aacc31fdc7dc04d57530d844d0386/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/def/737/def737a3d10aacc31fdc7dc04d57530d844d0386/publication.txt,http://publications.nsw.gov.au/pub/def/737/def737a3d10aacc31fdc7dc04d57530d844d0386/thumbnail.gif,def737a3d10aacc31fdc7dc04d57530d844d0386,45de8aa8eeba0eee5a015bf72404fc050bd9d8d1,81ebd94c2f2709a844f3a9c95af75dea340f659c,6770267653bc5fbbe52120759a9b637676348ef5,,,,,,,,,,,,,,,,,,,,,,,,,
698,http://publications.nsw.gov.au/pub/b21/36e/b2136e62271de0e97fe51479872246802a191568/document.pdf,NSW Architects Registration Board Annual Report 2006-2007,,,,,2311,Education and Training,19/10/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1835894,application/pdf,38,http://publications.nsw.gov.au/pub/b21/36e/b2136e62271de0e97fe51479872246802a191568/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/b21/36e/b2136e62271de0e97fe51479872246802a191568/publication.txt,http://publications.nsw.gov.au/pub/b21/36e/b2136e62271de0e97fe51479872246802a191568/thumbnail.gif,b2136e62271de0e97fe51479872246802a191568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,http://publications.nsw.gov.au/pub/27d/cfd/27dcfd78b69db3b30dc2e6e7565fcf67cea7a5a3/document.pdf,NSW Businesslink Pty Ltd Annual Report 2009,,,,,5298,,20/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©2009 NSW Businesslink Pty Ltd,5M,6035658,application/pdf,76,http://publications.nsw.gov.au/pub/27d/cfd/27dcfd78b69db3b30dc2e6e7565fcf67cea7a5a3/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/27d/cfd/27dcfd78b69db3b30dc2e6e7565fcf67cea7a5a3/preview.jpg,http://publications.nsw.gov.au/pub/27d/cfd/27dcfd78b69db3b30dc2e6e7565fcf67cea7a5a3/publication.txt,http://publications.nsw.gov.au/pub/27d/cfd/27dcfd78b69db3b30dc2e6e7565fcf67cea7a5a3/thumbnail.gif,27dcfd78b69db3b30dc2e6e7565fcf67cea7a5a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,http://publications.nsw.gov.au/pub/52e/611/52e61143de526e525c270cbd15c2087ba616a5fd/document.pdf,NSW Businesslink Pty Ltd Annual Report 2009 – 10,,,,,5298,Government Administration,20/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©NSW Businesslink Pty Ltd,5M,5704880,application/pdf,68,http://publications.nsw.gov.au/pub/52e/611/52e61143de526e525c270cbd15c2087ba616a5fd/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/52e/611/52e61143de526e525c270cbd15c2087ba616a5fd/preview.jpg,http://publications.nsw.gov.au/pub/52e/611/52e61143de526e525c270cbd15c2087ba616a5fd/publication.txt,http://publications.nsw.gov.au/pub/52e/611/52e61143de526e525c270cbd15c2087ba616a5fd/thumbnail.gif,52e61143de526e525c270cbd15c2087ba616a5fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,http://publications.nsw.gov.au/pub/cb7/5fb/cb75fbed2a3307bd75a6584668ef1bf141f663bc/document.pdf,NSW Businesslink Statement of Business Intent 2006 – 2007,,,,,5275,Government Administration,2006,,Attribution Creative Commons (cc by),Policy Document,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,149K,153274,application/pdf,14,http://publications.nsw.gov.au/pub/cb7/5fb/cb75fbed2a3307bd75a6584668ef1bf141f663bc/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/cb7/5fb/cb75fbed2a3307bd75a6584668ef1bf141f663bc/publication.txt,http://publications.nsw.gov.au/pub/cb7/5fb/cb75fbed2a3307bd75a6584668ef1bf141f663bc/thumbnail.gif,cb75fbed2a3307bd75a6584668ef1bf141f663bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,http://publications.nsw.gov.au/pub/c18/9b5/c189b5ebf8e3dfeb83821be6dd74d8d9ae93033a/document.pdf,NSW Casino Control Authority Annual Report 2006/07,,,,,1179,Recreation and Culture,22/10/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,2M,2554020,application/pdf,101,http://publications.nsw.gov.au/pub/c18/9b5/c189b5ebf8e3dfeb83821be6dd74d8d9ae93033a/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/c18/9b5/c189b5ebf8e3dfeb83821be6dd74d8d9ae93033a/preview.jpg,http://publications.nsw.gov.au/pub/c18/9b5/c189b5ebf8e3dfeb83821be6dd74d8d9ae93033a/publication.txt,http://publications.nsw.gov.au/pub/c18/9b5/c189b5ebf8e3dfeb83821be6dd74d8d9ae93033a/thumbnail.gif,c189b5ebf8e3dfeb83821be6dd74d8d9ae93033a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,http://publications.nsw.gov.au/pub/7c7/fb3/7c7fb3feab4523ac57e6b77aca31d500966a6cc0/document.pdf,NSW Commission for Children & Young People Annual Report 2008-2009,,,,NSW Commission for Children and Young People,,,29/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,1M,1948045,application/pdf,40,http://publications.nsw.gov.au/pub/7c7/fb3/7c7fb3feab4523ac57e6b77aca31d500966a6cc0/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/7c7/fb3/7c7fb3feab4523ac57e6b77aca31d500966a6cc0/preview.jpg,http://publications.nsw.gov.au/pub/7c7/fb3/7c7fb3feab4523ac57e6b77aca31d500966a6cc0/publication.txt,http://publications.nsw.gov.au/pub/7c7/fb3/7c7fb3feab4523ac57e6b77aca31d500966a6cc0/thumbnail.gif,7c7fb3feab4523ac57e6b77aca31d500966a6cc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,http://publications.nsw.gov.au/pub/507/58b/50758b13199900797bcef9e991950e3e41b32bac/document.pdf,NSW Commission for Children and Young People Annual Report 2009-2010,,,,NSW Commission for Children and Young People,,,28/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©Crown in right of the State of New South Wales 2010,1M,1401191,application/pdf,48,http://publications.nsw.gov.au/pub/507/58b/50758b13199900797bcef9e991950e3e41b32bac/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/507/58b/50758b13199900797bcef9e991950e3e41b32bac/preview.jpg,http://publications.nsw.gov.au/pub/507/58b/50758b13199900797bcef9e991950e3e41b32bac/publication.txt,http://publications.nsw.gov.au/pub/507/58b/50758b13199900797bcef9e991950e3e41b32bac/thumbnail.gif,50758b13199900797bcef9e991950e3e41b32bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,http://publications.nsw.gov.au/pub/622/2a9/6222a9cea3c3075411877a7aa2ea8e7055bb64ff/document.pdf,NSW Department of Commerce Annual Report 2008/09,,,,,3529,Business and Industrial Development,29/10/2009,,Attribution Creative Commons (cc by),Annual Report,31/12/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©NSW Department of Commerce 2009,2M,2608601,application/pdf,276,http://publications.nsw.gov.au/pub/622/2a9/6222a9cea3c3075411877a7aa2ea8e7055bb64ff/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/622/2a9/6222a9cea3c3075411877a7aa2ea8e7055bb64ff/publication.txt,http://publications.nsw.gov.au/pub/622/2a9/6222a9cea3c3075411877a7aa2ea8e7055bb64ff/thumbnail.gif,6222a9cea3c3075411877a7aa2ea8e7055bb64ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,http://publications.nsw.gov.au/pub/998/de0/998de0057bb4f1629019f9c69c44e01329a697a2/document.pdf,NSW Department of Community Services Annual Report 08/09,,,,,114,,25/09/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,6327,,,,,,,,,,,,,©State of New South Wales,5M,6052536,application/pdf,234,http://publications.nsw.gov.au/pub/998/de0/998de0057bb4f1629019f9c69c44e01329a697a2/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/998/de0/998de0057bb4f1629019f9c69c44e01329a697a2/preview.jpg,http://publications.nsw.gov.au/pub/998/de0/998de0057bb4f1629019f9c69c44e01329a697a2/publication.txt,http://publications.nsw.gov.au/pub/998/de0/998de0057bb4f1629019f9c69c44e01329a697a2/thumbnail.gif,998de0057bb4f1629019f9c69c44e01329a697a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,http://publications.nsw.gov.au/pub/c56/e7a/c56e7a214a15cc3dd9a0a9b6c337a42ddd56d761/document.pdf,NSW Department of Community Services Annual Report 2006/07,,,,,114,Law and Order,26/09/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,8M,8783872,application/pdf,239,http://publications.nsw.gov.au/pub/c56/e7a/c56e7a214a15cc3dd9a0a9b6c337a42ddd56d761/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/c56/e7a/c56e7a214a15cc3dd9a0a9b6c337a42ddd56d761/preview.jpg,http://publications.nsw.gov.au/pub/c56/e7a/c56e7a214a15cc3dd9a0a9b6c337a42ddd56d761/publication.txt,http://publications.nsw.gov.au/pub/c56/e7a/c56e7a214a15cc3dd9a0a9b6c337a42ddd56d761/thumbnail.gif,c56e7a214a15cc3dd9a0a9b6c337a42ddd56d761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,http://publications.nsw.gov.au/pub/21f/0be/21f0befb7b5d4992b302bb9aff757526c0b8fe29/document.pdf,NSW Department of Education and Training Annual Report 2009,,,,,567,,2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,"©State of New South Wales through the NSW Department of Education and Training, 2010.",6M,6601715,application/pdf,272,http://publications.nsw.gov.au/pub/21f/0be/21f0befb7b5d4992b302bb9aff757526c0b8fe29/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/21f/0be/21f0befb7b5d4992b302bb9aff757526c0b8fe29/preview.jpg,http://publications.nsw.gov.au/pub/21f/0be/21f0befb7b5d4992b302bb9aff757526c0b8fe29/publication.txt,http://publications.nsw.gov.au/pub/21f/0be/21f0befb7b5d4992b302bb9aff757526c0b8fe29/thumbnail.gif,21f0befb7b5d4992b302bb9aff757526c0b8fe29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,http://publications.nsw.gov.au/pub/1c4/f80/1c4f80d13e1e3451f02e677adf2b491fc3c11159/document.pdf,NSW Department of Health Annual Report 2006/07,,,,,53,Health,3/12/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,©NSW Department of Health 2007,4M,5157873,application/pdf,302,http://publications.nsw.gov.au/pub/1c4/f80/1c4f80d13e1e3451f02e677adf2b491fc3c11159/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/1c4/f80/1c4f80d13e1e3451f02e677adf2b491fc3c11159/publication.txt,http://publications.nsw.gov.au/pub/1c4/f80/1c4f80d13e1e3451f02e677adf2b491fc3c11159/thumbnail.gif,1c4f80d13e1e3451f02e677adf2b491fc3c11159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,http://publications.nsw.gov.au/pub/c81/3f5/c813f5386905ce5ad160ef0c1e0f2597e310181e/document.pdf,NSW Department of Health Annual Report 2009-10,,,,,53,Health,13/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©NSW Department of Health 2010,5M,6126102,application/pdf,384,http://publications.nsw.gov.au/pub/c81/3f5/c813f5386905ce5ad160ef0c1e0f2597e310181e/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/c81/3f5/c813f5386905ce5ad160ef0c1e0f2597e310181e/preview.jpg,http://publications.nsw.gov.au/pub/c81/3f5/c813f5386905ce5ad160ef0c1e0f2597e310181e/publication.txt,http://publications.nsw.gov.au/pub/c81/3f5/c813f5386905ce5ad160ef0c1e0f2597e310181e/thumbnail.gif,c813f5386905ce5ad160ef0c1e0f2597e310181e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,http://publications.nsw.gov.au/pub/e1e/407/e1e4074e2910efaff7cf1c7deb3710c5e455036a/document.pdf,NSW Department of Lands Annual Report 2008 | 2009,,,,,3527,,30/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©2009 New South Wales Government,10M,10681395,application/pdf,140,http://publications.nsw.gov.au/pub/e1e/407/e1e4074e2910efaff7cf1c7deb3710c5e455036a/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/e1e/407/e1e4074e2910efaff7cf1c7deb3710c5e455036a/preview.jpg,http://publications.nsw.gov.au/pub/e1e/407/e1e4074e2910efaff7cf1c7deb3710c5e455036a/publication.txt,http://publications.nsw.gov.au/pub/e1e/407/e1e4074e2910efaff7cf1c7deb3710c5e455036a/thumbnail.gif,e1e4074e2910efaff7cf1c7deb3710c5e455036a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,http://publications.nsw.gov.au/pub/e86/3d6/e863d652f1469d9ec5cbb5343e3d248b1e6f7670/document.pdf,NSW Department of Local Government Annual Report 2008:09,,,,,3176,,30/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,10,,,,,,,,,,,,,©NSW Department of Premier and Cabinet 2009,2M,2634602,application/pdf,134,http://publications.nsw.gov.au/pub/e86/3d6/e863d652f1469d9ec5cbb5343e3d248b1e6f7670/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/e86/3d6/e863d652f1469d9ec5cbb5343e3d248b1e6f7670/preview.jpg,http://publications.nsw.gov.au/pub/e86/3d6/e863d652f1469d9ec5cbb5343e3d248b1e6f7670/publication.txt,http://publications.nsw.gov.au/pub/e86/3d6/e863d652f1469d9ec5cbb5343e3d248b1e6f7670/thumbnail.gif,e863d652f1469d9ec5cbb5343e3d248b1e6f7670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,http://publications.nsw.gov.au/pub/4e5/00f/4e500fac0f53ac8c492d78c250ed6114d8f2901d/document.pdf,NSW Department of Primary Industries Annual Report 2006-07,,,,,3987,,31/10/2007,,Attribution Creative Commons (cc by),Annual Report,29/08/2008,,Australians,New South Wales,English,,,,,,,,,,,,,,,"©State of New South Wales, 2006",6M,6689637,application/pdf,220,http://publications.nsw.gov.au/pub/4e5/00f/4e500fac0f53ac8c492d78c250ed6114d8f2901d/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/4e5/00f/4e500fac0f53ac8c492d78c250ed6114d8f2901d/preview.jpg,http://publications.nsw.gov.au/pub/4e5/00f/4e500fac0f53ac8c492d78c250ed6114d8f2901d/publication.txt,http://publications.nsw.gov.au/pub/4e5/00f/4e500fac0f53ac8c492d78c250ed6114d8f2901d/thumbnail.gif,4e500fac0f53ac8c492d78c250ed6114d8f2901d,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,http://publications.nsw.gov.au/pub/501/9ee/5019ee872829001d7006572db69b95ece9acbecb/document.pdf,NSW Department of Public Works and Services Annual Report 2001/2002,,,,,46,,30/10/2002,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,"©Department of Public Works and Services, NSW 2002",14M,15473656,application/pdf,52,http://publications.nsw.gov.au/pub/501/9ee/5019ee872829001d7006572db69b95ece9acbecb/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/501/9ee/5019ee872829001d7006572db69b95ece9acbecb/publication.txt,http://publications.nsw.gov.au/pub/501/9ee/5019ee872829001d7006572db69b95ece9acbecb/thumbnail.gif,5019ee872829001d7006572db69b95ece9acbecb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,http://publications.nsw.gov.au/pub/a83/c96/a83c960446511e0c232408b5e94fef78c4bcc9af/document.pdf,"NSW Department of Services, Technology & Administration Annual Report 2009/10",,,,,6315,,20/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,"©Crown in right of New South Wales through the Department of Services, Technology & Administration 2010",4M,4828380,application/pdf,228,,previewable,published,http://publications.nsw.gov.au/pub/a83/c96/a83c960446511e0c232408b5e94fef78c4bcc9af/preview.jpg,http://publications.nsw.gov.au/pub/a83/c96/a83c960446511e0c232408b5e94fef78c4bcc9af/publication.txt,http://publications.nsw.gov.au/pub/a83/c96/a83c960446511e0c232408b5e94fef78c4bcc9af/thumbnail.gif,a83c960446511e0c232408b5e94fef78c4bcc9af,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,http://publications.nsw.gov.au/pub/e05/b9e/e05b9e01c8c0b30e630b5c9331ecfc944636b437/document.pdf,NSW Department of Water and Energy Corporate Plan 2007-2010,,,,,5273,,2007,,Attribution Creative Commons (cc by),Policy Document,10/09/2008,,,New South Wales,English,,,,,,,,,,,,,,,"©State of New South Wales through the Department of Water and Energy, 2007",397K,407489,application/pdf,19,http://publications.nsw.gov.au/pub/e05/b9e/e05b9e01c8c0b30e630b5c9331ecfc944636b437/publication.swf,browseable,published,,http://publications.nsw.gov.au/pub/e05/b9e/e05b9e01c8c0b30e630b5c9331ecfc944636b437/publication.txt,http://publications.nsw.gov.au/pub/e05/b9e/e05b9e01c8c0b30e630b5c9331ecfc944636b437/thumbnail.gif,e05b9e01c8c0b30e630b5c9331ecfc944636b437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,http://publications.nsw.gov.au/pub/693/1b6/6931b6263cf1dff0667ac03b03ccb0b8e64ff1b1/document.pdf,NSW Environmental Trust Annual Report 2008-09,,,,NSW Environmental Trust,,,20/10/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,3815,,,,,,,,,,,,,©State of New South Wales,2M,2202805,application/pdf,84,http://publications.nsw.gov.au/pub/693/1b6/6931b6263cf1dff0667ac03b03ccb0b8e64ff1b1/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/693/1b6/6931b6263cf1dff0667ac03b03ccb0b8e64ff1b1/preview.jpg,http://publications.nsw.gov.au/pub/693/1b6/6931b6263cf1dff0667ac03b03ccb0b8e64ff1b1/publication.txt,http://publications.nsw.gov.au/pub/693/1b6/6931b6263cf1dff0667ac03b03ccb0b8e64ff1b1/thumbnail.gif,6931b6263cf1dff0667ac03b03ccb0b8e64ff1b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,http://publications.nsw.gov.au/pub/4dc/d31/4dcd312658973e3abb5472e428051f1817569cea/document.pdf,NSW Environmental Trust Annual Report 2009-10,,,,NSW Environmental Trust,,,2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,3815,,,,,,,,,,,,,©State of New South Wales,3M,4193928,application/pdf,92,http://publications.nsw.gov.au/pub/4dc/d31/4dcd312658973e3abb5472e428051f1817569cea/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/4dc/d31/4dcd312658973e3abb5472e428051f1817569cea/preview.jpg,http://publications.nsw.gov.au/pub/4dc/d31/4dcd312658973e3abb5472e428051f1817569cea/publication.txt,http://publications.nsw.gov.au/pub/4dc/d31/4dcd312658973e3abb5472e428051f1817569cea/thumbnail.gif,4dcd312658973e3abb5472e428051f1817569cea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,http://publications.nsw.gov.au/pub/2f6/188/2f61889ab15fc0d5a8d9e8086ab84025a248853c/document.pdf,NSW Fire Brigades Annual Report 2008/09,,,,,619,,4/11/2009,,Attribution Creative Commons (cc by),Annual Report,30/06/2009,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,14M,15285679,application/pdf,200,http://publications.nsw.gov.au/pub/2f6/188/2f61889ab15fc0d5a8d9e8086ab84025a248853c/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/2f6/188/2f61889ab15fc0d5a8d9e8086ab84025a248853c/preview.jpg,http://publications.nsw.gov.au/pub/2f6/188/2f61889ab15fc0d5a8d9e8086ab84025a248853c/publication.txt,http://publications.nsw.gov.au/pub/2f6/188/2f61889ab15fc0d5a8d9e8086ab84025a248853c/thumbnail.gif,2f61889ab15fc0d5a8d9e8086ab84025a248853c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,http://publications.nsw.gov.au/pub/808/c96/808c96b668daf20e489d951d4e0bf8b01663d4ec/document.pdf,NSW Fire Brigades Annual Report 2009/10,,,,,619,,29/10/2010,,Attribution Creative Commons (cc by),Annual Report,30/06/2010,,Australians,New South Wales,English,,,,,,,,,,,,,,,©State of New South Wales,7M,7428228,application/pdf,192,http://publications.nsw.gov.au/pub/808/c96/808c96b668daf20e489d951d4e0bf8b01663d4ec/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/808/c96/808c96b668daf20e489d951d4e0bf8b01663d4ec/preview.jpg,http://publications.nsw.gov.au/pub/808/c96/808c96b668daf20e489d951d4e0bf8b01663d4ec/publication.txt,http://publications.nsw.gov.au/pub/808/c96/808c96b668daf20e489d951d4e0bf8b01663d4ec/thumbnail.gif,808c96b668daf20e489d951d4e0bf8b01663d4ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
